There is discontinuous confidence interval around purity estimates before reaching the last purity.
len_SNV_list:92
len_SNV_list_after_germline_removed:84
len_SNV_list_after_germline_and_subclone_removed:62
All_variants	Presence(T)/Absence(F)_after_germline_removed	Presence(T)/Absence(F)_after_germline&subclone_removed
Var69:0.31:385	True	True
Var22:0.12:929	True	True
Var23:0.08:319	True	True
Var79:0.62:972	True	True
Var11:0.07:470	True	False
Var65:0.17:331	True	True
Var10:0.11:651	True	True
Var21:0.06:1000	True	False
Var73:0.46:410	False	False
Var88:0.61:858	False	False
Var61:0.10:832	True	True
Var92:0.16:584	True	True
Var32:0.11:340	True	True
Var91:0.69:697	True	True
Var29:0.15:468	True	True
Var90:0.41:962	False	False
Var57:0.10:638	True	True
Var74:0.52:652	False	False
Var19:0.13:645	True	True
Var44:0.07:708	True	False
Var27:0.11:495	True	True
Var89:0.56:805	False	False
Var5:0.14:487	True	True
Var81:0.64:806	True	True
Var77:0.56:760	True	True
Var47:0.07:950	True	False
Var75:0.45:335	False	False
Var71:0.26:529	True	True
Var55:0.10:398	True	True
Var63:0.11:944	True	True
Var34:0.09:850	True	False
Var51:0.13:732	True	True
Var68:0.15:531	True	True
Var49:0.07:347	True	False
Var7:0.15:550	True	True
Var82:0.66:470	True	True
Var50:0.11:497	True	True
Var42:0.16:942	True	True
Var41:0.12:916	True	True
Var84:0.53:803	True	True
Var52:0.10:580	True	True
Var3:0.09:350	True	True
Var28:0.09:478	True	True
Var80:0.66:792	True	True
Var46:0.08:851	True	False
Var48:0.14:308	True	True
Var53:0.11:740	True	True
Var13:0.06:899	True	False
Var8:0.16:965	True	True
Var78:0.56:394	True	True
Var30:0.12:853	True	True
Var83:0.21:640	True	True
Var38:0.15:888	True	True
Var14:0.07:831	True	False
Var24:0.09:797	True	True
Var4:0.14:362	True	True
Var62:0.07:812	True	False
Var67:0.18:785	True	True
Var54:0.06:498	True	False
Var40:0.06:684	True	False
Var56:0.11:422	True	True
Var18:0.11:970	True	True
Var43:0.05:834	True	False
Var37:0.07:738	True	False
Var16:0.08:975	True	False
Var66:0.20:596	True	True
Var35:0.08:820	True	False
Var20:0.10:805	True	True
Var58:0.17:557	True	True
Var39:0.15:513	True	True
Var45:0.11:661	True	True
Var1:0.14:805	True	True
Var86:0.26:319	True	True
Var36:0.06:715	True	False
Var60:0.07:431	True	False
Var72:0.48:929	False	False
Var17:0.08:698	True	False
Var9:0.09:543	True	True
Var25:0.06:567	True	False
Var70:0.29:313	True	True
Var31:0.09:734	True	True
Var33:0.09:683	True	True
Var85:0.18:704	True	True
Var6:0.09:371	True	True
Var76:0.58:424	True	True
Var12:0.11:630	True	True
Var87:0.59:603	False	False
Var59:0.09:881	True	False
Var2:0.06:785	True	False
Var15:0.15:947	True	True
Var26:0.16:882	True	True
Var64:0.22:468	True	True
purity:	0.24	0.23,0.24,0.25
purity_after_removing_germline_no_LOH:	0.23	0.22,0.23,0.24
purity_after_removing_germline_no_LOH_and_subclonal:	0.26	0.25,0.26,0.27
SIM_DATA_5.6	0.26	0.25,0.26,0.27
