There is discontinuous confidence interval around purity estimates before reaching the last purity.
len_SNV_list:86
len_SNV_list_after_germline_removed:86
len_SNV_list_after_germline_and_subclone_removed:67
All_variants	Presence(T)/Absence(F)_after_germline_removed	Presence(T)/Absence(F)_after_germline&subclone_removed
Var8:0.25:420	True	True
Var78:0.83:566	True	True
Var15:0.14:364	True	False
Var31:0.26:682	True	True
Var33:0.13:379	True	False
Var3:0.31:960	True	True
Var73:0.68:495	True	True
Var25:0.15:981	True	False
Var54:0.25:576	True	True
Var40:0.30:790	True	True
Var30:0.24:315	True	True
Var23:0.34:955	True	True
Var14:0.24:393	True	True
Var34:0.35:313	True	True
Var50:0.15:453	True	False
Var46:0.15:882	True	False
Var17:0.15:306	True	False
Var77:0.81:672	True	True
Var60:0.49:632	True	True
Var49:0.30:489	True	True
Var69:0.50:922	True	True
Var27:0.15:878	True	False
Var76:0.74:947	True	True
Var62:0.47:1000	True	True
Var43:0.31:522	True	True
Var51:0.29:624	True	True
Var63:0.44:589	True	True
Var44:0.15:968	True	False
Var61:0.44:667	True	True
Var35:0.30:666	True	True
Var71:0.49:871	True	True
Var5:0.29:563	True	True
Var7:0.34:698	True	True
Var75:0.72:856	True	True
Var37:0.29:902	True	True
Var20:0.30:691	True	True
Var64:0.42:580	True	True
Var39:0.14:852	True	False
Var85:0.81:474	True	True
Var57:0.16:850	True	False
Var81:0.33:506	True	True
Var74:0.71:447	True	True
Var9:0.26:883	True	True
Var67:0.59:617	True	True
Var59:0.46:469	True	True
Var56:0.30:887	True	True
Var45:0.32:631	True	True
Var41:0.28:448	True	True
Var6:0.34:854	True	True
Var42:0.32:896	True	True
Var24:0.18:379	True	False
Var2:0.16:732	True	False
Var28:0.25:464	True	True
Var52:0.17:923	True	False
Var79:0.79:491	True	True
Var18:0.25:450	True	True
Var22:0.30:692	True	True
Var82:0.33:415	True	True
Var4:0.16:672	True	False
Var19:0.12:689	True	False
Var10:0.26:868	True	True
Var86:0.30:862	True	True
Var13:0.25:780	True	True
Var29:0.32:787	True	True
Var58:0.48:325	True	True
Var32:0.32:743	True	True
Var53:0.26:932	True	True
Var16:0.17:413	True	False
Var84:0.53:581	True	True
Var47:0.17:579	True	False
Var66:0.62:572	True	True
Var36:0.32:615	True	True
Var48:0.31:336	True	True
Var26:0.24:449	True	True
Var70:0.51:322	True	True
Var83:0.69:812	True	True
Var65:0.61:773	True	True
Var80:0.81:636	True	True
Var55:0.30:679	True	True
Var12:0.30:661	True	True
Var68:0.60:617	True	True
Var11:0.30:706	True	True
Var21:0.14:568	True	False
Var1:0.30:573	True	True
Var72:0.73:704	True	True
Var38:0.15:868	True	False
purity:	0.54	0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58
purity_after_removing_germline_no_LOH:	0.54	0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58
purity_after_removing_germline_no_LOH_and_subclonal:	0.6	0.59,0.6,0.61
SIM_DATA_5.9	0.6	0.59,0.6,0.61
