There is discontinuous confidence interval around purity estimates before reaching the last purity.
len_SNV_list:93
len_SNV_list_after_germline_removed:90
len_SNV_list_after_germline_and_subclone_removed:87
All_variants	Presence(T)/Absence(F)_after_germline_removed	Presence(T)/Absence(F)_after_germline&subclone_removed
Var88:67.0:544	True	True
Var21:58.0:444	True	True
Var3:32.0:601	True	True
Var11:36.0:948	True	True
Var47:47.0:644	True	True
Var36:69.0:672	True	True
Var7:35.0:694	True	True
Var89:52.0:706	False	False
Var63:75.0:447	True	True
Var86:59.0:953	False	False
Var72:63.0:847	True	True
Var60:78.0:477	True	True
Var14:53.0:377	True	True
Var13:35.0:757	True	True
Var68:85.0:566	True	True
Var91:29.0:944	True	True
Var8:33.0:639	True	True
Var59:74.0:826	True	True
Var42:72.0:901	True	True
Var9:37.0:448	True	True
Var25:53.0:951	True	True
Var5:36.0:564	True	True
Var22:51.0:759	True	True
Var65:85.0:987	True	True
Var93:33.0:373	True	True
Var52:78.0:764	True	True
Var19:53.0:581	True	True
Var53:76.0:476	True	True
Var17:53.0:474	True	True
Var39:69.0:819	True	True
Var23:52.0:916	True	True
Var78:79.0:790	True	True
Var85:74.0:369	True	True
Var74:64.0:835	True	True
Var44:50.0:388	True	True
Var20:50.0:386	True	True
Var35:69.0:828	True	True
Var75:13.0:959	True	True
Var61:76.0:490	True	True
Var10:38.0:861	True	True
Var58:77.0:721	True	True
Var46:48.0:717	True	True
Var76:62.0:603	True	True
Var41:66.0:394	True	True
Var51:78.0:890	True	True
Var32:69.0:410	True	True
Var31:72.0:712	True	True
Var2:18.0:670	True	False
Var12:31.0:439	True	True
Var55:72.0:354	True	True
Var48:49.0:895	True	True
Var27:59.0:369	True	True
Var62:73.0:622	True	True
Var83:64.0:611	True	True
Var70:85.0:763	True	True
Var64:84.0:888	True	True
Var92:16.0:359	True	True
Var84:49.0:946	False	False
Var45:51.0:987	True	True
Var29:49.0:931	True	True
Var43:49.0:970	True	True
Var28:55.0:352	True	True
Var80:31.0:307	True	True
Var38:70.0:365	True	True
Var79:43.0:793	True	True
Var30:66.0:330	True	True
Var67:87.0:412	True	True
Var40:70.0:528	True	True
Var69:86.0:547	True	True
Var82:91.0:364	True	True
Var87:29.0:381	True	True
Var16:54.0:387	True	True
Var50:75.0:647	True	True
Var49:53.0:529	True	True
Var26:51.0:615	True	True
Var4:16.0:798	True	False
Var34:67.0:997	True	True
Var66:84.0:827	True	True
Var57:75.0:846	True	True
Var6:35.0:378	True	True
Var56:74.0:905	True	True
Var90:61.0:481	True	True
Var54:78.0:567	True	True
Var18:56.0:643	True	True
Var73:77.0:453	True	True
Var15:55.0:735	True	True
Var77:25.0:471	True	True
Var81:73.0:922	True	True
Var71:84.0:932	True	True
Var24:52.0:974	True	True
Var37:72.0:905	True	True
Var1:19.0:946	True	False
Var33:66.0:399	True	True
purity:	0.69	0.67,0.68,0.69,0.7,0.71
purity_after_removing_germline_no_LOH:	0.69	0.67,0.68,0.69,0.7,0.71
purity_after_removing_germline_no_LOH_and_subclonal:	0.7	0.69,0.7
SIM_DATA_3.8349	0.7	0.69,0.7
