There is discontinuous confidence interval around purity estimates before reaching the last purity.
len_SNV_list:89
len_SNV_list_after_germline_removed:78
len_SNV_list_after_germline_and_subclone_removed:72
All_variants	Presence(T)/Absence(F)_after_germline_removed	Presence(T)/Absence(F)_after_germline&subclone_removed
Var85:38.0:865	False	False
Var65:80.0:928	True	True
Var81:81.0:624	True	True
Var80:37.0:779	True	True
Var10:31.0:743	True	True
Var31:65.0:826	True	True
Var39:62.0:738	True	True
Var44:53.0:699	False	False
Var76:49.0:887	True	True
Var7:35.0:587	True	True
Var86:50.0:675	True	True
Var16:29.0:460	True	True
Var8:17.0:963	True	False
Var78:23.0:755	True	True
Var11:32.0:769	True	True
Var56:74.0:410	True	True
Var26:44.0:806	True	True
Var36:60.0:985	True	True
Var38:60.0:509	True	True
Var25:44.0:658	True	True
Var58:70.0:660	True	True
Var70:18.0:689	True	True
Var51:51.0:686	False	False
Var22:45.0:469	True	True
Var89:31.0:757	True	True
Var14:16.0:659	True	False
Var30:59.0:600	True	True
Var64:81.0:671	True	True
Var27:40.0:892	True	True
Var55:73.0:750	True	True
Var4:29.0:942	True	True
Var35:62.0:562	True	True
Var57:71.0:981	True	True
Var19:46.0:771	True	True
Var48:52.0:600	False	False
Var24:45.0:630	True	True
Var61:79.0:895	True	True
Var32:60.0:610	True	True
Var67:81.0:891	True	True
Var88:30.0:342	True	True
Var6:30.0:988	True	True
Var5:29.0:497	True	True
Var46:51.0:559	False	False
Var50:46.0:499	True	True
Var34:62.0:510	True	True
Var12:24.0:987	True	False
Var9:14.0:621	True	False
Var3:14.0:323	True	False
Var73:22.0:871	True	True
Var43:51.0:611	False	False
Var49:52.0:727	False	False
Var37:59.0:927	True	True
Var74:79.0:538	True	True
Var83:85.0:302	True	True
Var71:22.0:933	True	True
Var82:62.0:724	True	True
Var52:50.0:469	False	False
Var72:33.0:706	True	True
Var69:71.0:448	True	True
Var54:69.0:766	True	True
Var87:29.0:900	True	True
Var62:81.0:407	True	True
Var42:50.0:602	False	False
Var29:42.0:896	True	True
Var18:45.0:762	True	True
Var77:55.0:781	True	True
Var53:52.0:735	False	False
Var20:42.0:771	True	True
Var41:63.0:443	True	True
Var66:79.0:514	True	True
Var68:78.0:420	True	True
Var1:31.0:398	True	True
Var13:33.0:686	True	True
Var40:56.0:660	True	True
Var63:81.0:838	True	True
Var28:41.0:917	True	True
Var15:30.0:571	True	True
Var2:15.0:315	True	False
Var21:43.0:592	True	True
Var47:52.0:739	False	False
Var45:48.0:737	True	True
Var84:85.0:312	True	True
Var23:44.0:863	True	True
Var60:82.0:816	True	True
Var79:11.0:966	True	True
Var33:61.0:484	True	True
Var17:33.0:697	True	True
Var59:83.0:857	True	True
Var75:25.0:412	True	True
purity:	0.6	0.58,0.59,0.6,0.61,0.62
purity_after_removing_germline_no_LOH:	0.6	0.58,0.59,0.6,0.61,0.62
purity_after_removing_germline_no_LOH_and_subclonal:	0.61	0.61,0.62
SIM_DATA_3.1221	0.61	0.61,0.62
