There is discontinuous confidence interval around purity estimates before reaching the last purity.
Warning! There is discontinuous confidence interval around final purity estimate; we may not have enough power to break ambiguity between different purity estimates.
len_SNV_list:77
len_SNV_list_after_germline_removed:51
len_SNV_list_after_germline_and_subclone_removed:51
All_variants	Presence(T)/Absence(F)_after_germline_removed	Presence(T)/Absence(F)_after_germline&subclone_removed
Var39:54.0:640	True	True
Var11:8.0:454	True	True
Var44:59.0:783	True	True
Var1:6.0:416	True	True
Var54:13.0:375	True	True
Var13:9.0:437	True	True
Var8:9.0:349	True	True
Var37:54.0:873	True	True
Var61:20.0:317	True	True
Var75:65.0:783	False	False
Var72:62.0:858	False	False
Var21:17.0:495	True	True
Var34:49.0:850	False	False
Var73:67.0:979	True	True
Var48:59.0:959	True	True
Var4:9.0:565	True	True
Var71:44.0:610	False	False
Var23:14.0:771	True	True
Var14:9.0:795	True	True
Var19:15.0:964	True	True
Var29:53.0:986	False	False
Var77:7.0:648	True	True
Var24:18.0:353	True	True
Var76:58.0:652	False	False
Var55:6.0:860	True	True
Var52:10.0:353	True	True
Var25:16.0:948	True	True
Var32:50.0:377	False	False
Var46:58.0:613	True	True
Var36:54.0:357	True	True
Var74:47.0:788	False	False
Var56:31.0:737	True	True
Var41:55.0:947	True	True
Var68:63.0:934	False	False
Var59:10.0:511	True	True
Var45:58.0:399	False	False
Var5:7.0:870	True	True
Var57:7.0:683	True	True
Var10:7.0:616	True	True
Var51:56.0:887	False	False
Var65:57.0:435	False	False
Var64:32.0:520	True	True
Var28:53.0:742	False	False
Var49:55.0:528	False	False
Var2:7.0:376	True	True
Var30:48.0:355	False	False
Var58:8.0:331	True	True
Var17:15.0:639	True	True
Var31:50.0:441	False	False
Var3:6.0:468	True	True
Var26:50.0:410	False	False
Var9:6.0:402	True	True
Var43:56.0:499	False	False
Var47:59.0:367	False	False
Var20:15.0:357	True	True
Var40:54.0:500	True	True
Var38:55.0:869	True	True
Var18:16.0:692	True	True
Var50:56.0:910	False	False
Var35:52.0:475	False	False
Var53:7.0:669	True	True
Var27:47.0:906	False	False
Var60:18.0:564	True	True
Var12:6.0:595	True	True
Var16:12.0:389	True	True
Var6:8.0:689	True	True
Var66:49.0:754	False	False
Var67:55.0:878	False	False
Var70:35.0:935	True	True
Var22:14.0:782	True	True
Var62:10.0:818	True	True
Var7:7.0:701	True	True
Var63:8.0:644	True	True
Var15:9.0:993	True	True
Var69:62.0:353	False	False
Var42:52.0:361	True	True
Var33:48.0:972	False	False
purity:	0.17	0.17,0.18
purity_after_removing_germline_no_LOH:	0.16	0.15,0.16
purity_after_removing_germline_no_LOH_and_subclonal:	0.16	0.15,0.16
SIM_DATA_3.4174	0.16	0.15,0.16
