There is discontinuous confidence interval around purity estimates before reaching the last purity.
len_SNV_list:88
len_SNV_list_after_germline_removed:69
len_SNV_list_after_germline_and_subclone_removed:67
All_variants	Presence(T)/Absence(F)_after_germline_removed	Presence(T)/Absence(F)_after_germline&subclone_removed
Var27:25.0:820	True	True
Var5:6.0:731	True	False
Var21:15.0:730	True	True
Var82:77.0:433	True	True
Var81:72.0:840	True	True
Var30:21.0:661	True	True
Var3:13.0:746	True	True
Var14:12.0:417	True	True
Var24:24.0:627	True	True
Var4:14.0:936	True	True
Var80:56.0:574	False	False
Var19:15.0:342	True	True
Var7:12.0:644	True	True
Var75:28.0:529	True	True
Var67:25.0:306	True	True
Var32:51.0:739	False	False
Var26:25.0:887	True	True
Var2:11.0:440	True	True
Var35:48.0:731	False	False
Var18:15.0:695	True	True
Var23:26.0:492	True	True
Var10:11.0:749	True	True
Var86:69.0:441	False	False
Var34:50.0:989	False	False
Var69:19.0:863	True	True
Var57:61.0:717	True	True
Var53:56.0:655	True	True
Var37:49.0:893	False	False
Var31:50.0:587	False	False
Var16:13.0:460	True	True
Var87:70.0:578	False	False
Var25:25.0:474	True	True
Var49:56.0:798	True	True
Var77:64.0:722	False	False
Var78:55.0:567	False	False
Var83:47.0:312	False	False
Var52:56.0:973	True	True
Var22:23.0:613	True	True
Var9:14.0:633	True	True
Var59:57.0:442	False	False
Var20:15.0:351	True	True
Var47:57.0:816	True	True
Var1:7.0:363	True	False
Var56:60.0:989	True	True
Var42:54.0:566	True	True
Var58:61.0:901	True	True
Var68:10.0:803	True	True
Var33:52.0:951	False	False
Var63:63.0:954	True	True
Var46:58.0:682	True	True
Var61:64.0:823	True	True
Var51:60.0:788	True	True
Var73:11.0:637	True	True
Var79:69.0:360	True	True
Var48:58.0:736	True	True
Var28:24.0:928	True	True
Var54:58.0:981	True	True
Var76:73.0:677	False	False
Var85:73.0:861	True	True
Var13:11.0:821	True	True
Var38:52.0:781	False	False
Var55:56.0:340	True	True
Var12:12.0:883	True	True
Var62:63.0:566	True	True
Var41:51.0:319	False	False
Var65:43.0:625	True	True
Var60:63.0:971	True	True
Var72:33.0:781	True	True
Var44:57.0:746	True	True
Var70:20.0:322	True	True
Var66:39.0:577	True	True
Var8:17.0:338	True	True
Var29:23.0:460	True	True
Var15:13.0:917	True	True
Var74:35.0:942	True	True
Var43:61.0:606	True	True
Var84:56.0:739	True	True
Var36:49.0:947	False	False
Var17:11.0:636	True	True
Var39:48.0:580	False	False
Var40:50.0:635	False	False
Var71:29.0:780	True	True
Var88:12.0:383	True	True
Var64:62.0:345	True	True
Var50:61.0:310	True	True
Var11:12.0:661	True	True
Var6:11.0:485	True	True
Var45:59.0:938	True	True
purity:	0.25	0.25,0.26
purity_after_removing_germline_no_LOH:	0.25	0.24,0.25,0.26
purity_after_removing_germline_no_LOH_and_subclonal:	0.25	0.25
SIM_DATA_3.2827	0.25	0.25
