There is discontinuous confidence interval around purity estimates before reaching the last purity.
len_SNV_list:87
len_SNV_list_after_germline_removed:62
len_SNV_list_after_germline_and_subclone_removed:60
All_variants	Presence(T)/Absence(F)_after_germline_removed	Presence(T)/Absence(F)_after_germline&subclone_removed
Var42:56.0:885	True	True
Var25:13.0:522	True	True
Var48:53.0:356	True	True
Var78:60.0:907	False	False
Var69:58.0:726	True	True
Var59:59.0:335	False	False
Var44:51.0:723	True	True
Var39:49.0:712	False	False
Var33:52.0:861	False	False
Var11:6.0:422	True	True
Var3:6.0:629	True	True
Var7:7.0:916	True	True
Var55:57.0:612	False	False
Var84:47.0:613	False	False
Var27:17.0:441	True	True
Var49:51.0:598	True	True
Var13:7.0:893	True	True
Var63:55.0:871	False	False
Var5:6.0:687	True	True
Var54:60.0:456	True	True
Var74:17.0:499	True	True
Var37:48.0:517	False	False
Var19:13.0:678	True	True
Var81:53.0:831	False	False
Var22:14.0:610	True	True
Var56:54.0:343	False	False
Var18:14.0:816	True	True
Var47:52.0:459	True	True
Var76:30.0:456	True	True
Var46:51.0:545	True	True
Var66:59.0:661	True	True
Var6:6.0:314	True	True
Var60:57.0:881	True	True
Var83:65.0:424	True	True
Var65:57.0:873	True	True
Var75:33.0:511	True	True
Var64:57.0:491	False	False
Var4:6.0:398	True	True
Var87:7.0:339	True	True
Var26:15.0:423	True	True
Var85:63.0:872	False	False
Var67:59.0:802	True	True
Var31:12.0:351	True	True
Var2:3.0:638	True	False
Var71:22.0:665	True	True
Var10:7.0:628	True	True
Var61:56.0:941	False	False
Var43:53.0:542	True	True
Var82:37.0:774	True	True
Var68:57.0:513	False	False
Var50:53.0:598	True	True
Var28:13.0:479	True	True
Var32:15.0:772	True	True
Var57:53.0:625	False	False
Var12:7.0:906	True	True
Var15:9.0:750	True	True
Var86:52.0:748	False	False
Var35:52.0:813	False	False
Var51:54.0:665	True	True
Var16:6.0:486	True	True
Var70:56.0:800	False	False
Var62:54.0:770	False	False
Var23:14.0:471	True	True
Var52:53.0:889	True	True
Var53:57.0:907	True	True
Var72:5.0:487	True	True
Var24:11.0:520	True	True
Var29:11.0:589	True	True
Var20:15.0:346	True	True
Var40:50.0:737	True	True
Var79:63.0:348	False	False
Var80:48.0:686	False	False
Var17:7.0:632	True	True
Var38:49.0:377	False	False
Var1:4.0:418	True	False
Var9:7.0:977	True	True
Var45:55.0:678	True	True
Var8:6.0:327	True	True
Var41:55.0:786	True	True
Var21:13.0:854	True	True
Var58:58.0:919	True	True
Var14:7.0:399	True	True
Var30:14.0:384	True	True
Var34:50.0:950	False	False
Var73:28.0:577	True	True
Var77:51.0:378	False	False
Var36:50.0:525	False	False
purity:	0.15	0.15,0.16,0.17
purity_after_removing_germline_no_LOH:	0.14	0.14,0.15
purity_after_removing_germline_no_LOH_and_subclonal:	0.14	0.14,0.15
SIM_DATA_3.616	0.14	0.14,0.15
