len_SNV_list:91
len_SNV_list_after_germline_removed:85
len_SNV_list_after_germline_and_subclone_removed:82
All_variants	Presence(T)/Absence(F)_after_germline_removed	Presence(T)/Absence(F)_after_germline&subclone_removed
Var91:23.0:647	True	True
Var62:73.0:609	True	True
Var3:21.0:656	True	True
Var63:75.0:356	True	True
Var39:50.0:942	False	False
Var55:65.0:798	True	True
Var68:74.0:424	True	True
Var77:25.0:395	True	True
Var24:44.0:469	True	True
Var45:52.0:415	True	True
Var36:48.0:679	True	True
Var78:42.0:683	True	True
Var5:19.0:634	True	True
Var54:64.0:1000	True	True
Var34:39.0:344	True	True
Var57:62.0:516	True	True
Var46:47.0:462	True	True
Var52:65.0:956	True	True
Var67:73.0:616	True	True
Var86:42.0:832	True	True
Var89:82.0:746	True	True
Var42:50.0:576	True	True
Var23:46.0:586	True	True
Var30:45.0:921	True	True
Var87:59.0:339	True	True
Var73:75.0:314	True	True
Var53:65.0:965	True	True
Var15:29.0:797	True	True
Var60:71.0:417	True	True
Var80:36.0:846	True	True
Var12:28.0:344	True	True
Var29:44.0:783	True	True
Var59:71.0:965	True	True
Var28:46.0:414	True	True
Var31:43.0:579	True	True
Var64:72.0:857	True	True
Var27:46.0:760	True	True
Var26:44.0:964	True	True
Var84:41.0:786	True	True
Var75:44.0:501	True	True
Var16:30.0:809	True	True
Var1:16.0:516	True	False
Var58:67.0:712	True	True
Var44:52.0:534	False	False
Var22:45.0:445	True	True
Var69:72.0:436	True	True
Var85:41.0:849	True	True
Var82:85.0:774	True	True
Var11:31.0:310	True	True
Var14:27.0:513	True	True
Var79:17.0:527	True	True
Var2:21.0:517	True	True
Var48:51.0:951	False	False
Var37:50.0:462	True	True
Var17:24.0:489	True	False
Var43:48.0:807	True	True
Var4:20.0:676	True	True
Var49:52.0:728	False	False
Var56:62.0:877	True	True
Var70:72.0:948	True	True
Var76:28.0:314	True	True
Var88:34.0:582	True	True
Var41:50.0:867	False	False
Var66:73.0:979	True	True
Var81:80.0:301	True	True
Var72:72.0:602	True	True
Var40:51.0:632	False	False
Var71:70.0:542	True	True
Var61:72.0:821	True	True
Var83:41.0:343	True	True
Var51:62.0:470	True	True
Var13:29.0:802	True	True
Var35:41.0:626	True	True
Var38:50.0:766	True	True
Var65:75.0:853	True	True
Var19:44.0:428	True	True
Var9:23.0:714	True	True
Var8:17.0:739	True	False
Var20:43.0:378	True	True
Var10:23.0:916	True	True
Var18:27.0:554	True	True
Var33:41.0:403	True	True
Var21:41.0:675	True	True
Var32:46.0:434	True	True
Var25:45.0:761	True	True
Var50:68.0:903	True	True
Var47:50.0:333	True	True
Var74:23.0:620	True	True
Var6:23.0:641	True	True
Var90:77.0:739	True	True
Var7:20.0:467	True	True
purity:	0.45	0.44,0.45,0.46
purity_after_removing_germline_no_LOH:	0.45	0.44,0.45,0.46
purity_after_removing_germline_no_LOH_and_subclonal:	0.45	0.45,0.46
SIM_DATA_3.5816	0.45	0.45,0.46
