There is discontinuous confidence interval around purity estimates before reaching the last purity.
len_SNV_list:85
len_SNV_list_after_germline_removed:71
len_SNV_list_after_germline_and_subclone_removed:67
All_variants	Presence(T)/Absence(F)_after_germline_removed	Presence(T)/Absence(F)_after_germline&subclone_removed
Var22:28.0:627	True	True
Var43:48.0:380	False	False
Var12:20.0:729	True	True
Var59:63.0:766	True	True
Var81:49.0:857	True	True
Var20:28.0:970	True	True
Var8:8.0:302	True	False
Var54:64.0:716	True	True
Var13:19.0:568	True	True
Var18:20.0:691	True	True
Var21:27.0:965	True	True
Var25:29.0:397	True	True
Var60:67.0:961	True	True
Var64:68.0:352	True	True
Var69:39.0:390	True	True
Var48:58.0:353	True	True
Var78:48.0:522	True	True
Var4:18.0:361	True	True
Var83:56.0:683	True	True
Var80:29.0:489	True	True
Var50:60.0:465	True	True
Var82:57.0:852	True	True
Var47:57.0:737	True	True
Var10:16.0:944	True	True
Var38:48.0:991	False	False
Var68:17.0:535	True	True
Var51:61.0:928	True	True
Var70:33.0:571	True	True
Var66:24.0:491	True	True
Var77:76.0:964	True	True
Var19:20.0:936	True	True
Var6:10.0:364	True	False
Var17:17.0:930	True	True
Var23:30.0:669	True	True
Var79:73.0:752	False	False
Var2:16.0:613	True	True
Var39:51.0:776	False	False
Var28:30.0:637	True	True
Var49:62.0:728	True	True
Var35:27.0:369	True	True
Var74:62.0:831	False	False
Var29:26.0:670	True	True
Var56:66.0:673	True	True
Var58:66.0:962	True	True
Var85:14.0:409	True	True
Var37:50.0:330	False	False
Var67:17.0:892	True	True
Var61:63.0:548	True	True
Var30:28.0:756	True	True
Var31:29.0:794	True	True
Var15:17.0:448	True	True
Var57:63.0:535	True	True
Var40:50.0:900	False	False
Var45:54.0:550	False	False
Var73:29.0:679	True	True
Var75:43.0:912	True	True
Var42:51.0:544	False	False
Var71:30.0:675	True	True
Var9:19.0:529	True	True
Var27:27.0:681	True	True
Var65:41.0:690	True	True
Var84:58.0:887	False	False
Var72:12.0:365	True	True
Var24:30.0:558	True	True
Var41:49.0:763	False	False
Var46:47.0:574	False	False
Var33:28.0:446	True	True
Var1:13.0:748	True	True
Var52:58.0:977	True	True
Var26:30.0:626	True	True
Var36:51.0:728	False	False
Var32:30.0:970	True	True
Var63:67.0:939	True	True
Var55:62.0:845	True	True
Var76:72.0:506	True	True
Var16:16.0:893	True	True
Var44:51.0:443	False	False
Var5:7.0:924	True	False
Var11:14.0:622	True	False
Var3:16.0:490	True	True
Var34:28.0:661	True	True
Var53:59.0:678	True	True
Var14:19.0:800	True	True
Var7:12.0:527	True	True
Var62:65.0:800	True	True
purity:	0.3	0.29,0.3,0.31
purity_after_removing_germline_no_LOH:	0.3	0.29,0.3,0.31
purity_after_removing_germline_no_LOH_and_subclonal:	0.3	0.3,0.31
SIM_DATA_3.8341	0.3	0.3,0.31
