len_SNV_list:86
len_SNV_list_after_germline_removed:78
len_SNV_list_after_germline_and_subclone_removed:75
All_variants	Presence(T)/Absence(F)_after_germline_removed	Presence(T)/Absence(F)_after_germline&subclone_removed
Var53:93.0:302	False	False
Var86:45.0:698	True	True
Var32:51.0:339	True	True
Var30:50.0:681	False	False
Var85:79.0:718	True	True
Var27:49.0:772	True	True
Var5:36.0:383	True	False
Var2:43.0:649	True	True
Var23:87.0:787	True	True
Var14:80.0:793	True	True
Var57:95.0:443	True	True
Var77:75.0:579	True	True
Var9:44.0:412	True	True
Var69:76.0:353	True	True
Var36:92.0:646	True	True
Var67:81.0:678	True	True
Var54:94.0:395	True	True
Var16:81.0:718	True	True
Var3:41.0:796	True	True
Var13:80.0:781	True	True
Var4:39.0:974	True	False
Var51:95.0:761	True	True
Var55:94.0:636	True	True
Var63:61.0:984	True	True
Var84:35.0:307	True	True
Var71:92.0:558	True	True
Var72:64.0:566	True	True
Var25:53.0:629	False	False
Var73:52.0:599	True	True
Var68:55.0:635	True	True
Var46:90.0:725	True	True
Var61:95.0:588	True	True
Var19:88.0:830	True	True
Var29:48.0:562	True	True
Var17:81.0:646	True	True
Var76:49.0:398	True	True
Var43:91.0:800	True	True
Var60:95.0:541	True	True
Var34:49.0:693	True	True
Var26:52.0:734	False	False
Var28:51.0:983	False	False
Var47:89.0:843	True	True
Var65:58.0:748	True	True
Var22:88.0:627	True	True
Var8:21.0:426	True	False
Var42:90.0:389	True	True
Var52:94.0:717	True	True
Var40:92.0:407	True	True
Var44:90.0:561	True	True
Var33:51.0:938	False	False
Var70:68.0:654	True	True
Var21:89.0:731	True	True
Var20:90.0:874	True	True
Var15:79.0:721	True	True
Var39:91.0:659	True	True
Var48:95.0:380	True	True
Var45:92.0:963	True	True
Var41:90.0:615	True	True
Var83:64.0:587	True	True
Var38:91.0:861	True	True
Var82:75.0:960	False	False
Var78:97.0:378	True	True
Var49:96.0:311	True	True
Var66:29.0:806	True	True
Var59:93.0:967	True	True
Var10:82.0:626	True	True
Var50:96.0:513	True	True
Var6:46.0:594	True	True
Var18:81.0:456	True	True
Var37:90.0:642	True	True
Var24:89.0:568	True	True
Var56:95.0:458	True	True
Var11:81.0:888	True	True
Var7:48.0:822	True	True
Var58:95.0:765	True	True
Var62:95.0:428	True	True
Var35:90.0:659	True	True
Var79:23.0:883	True	True
Var31:50.0:918	False	False
Var81:68.0:581	True	True
Var80:26.0:481	True	True
Var1:41.0:927	True	True
Var75:64.0:789	True	True
Var74:15.0:582	True	True
Var64:49.0:414	True	True
Var12:80.0:354	True	True
purity:	0.88	0.86,0.87,0.88,0.89,0.9,0.91
purity_after_removing_germline_no_LOH:	0.88	0.86,0.87,0.88,0.89,0.9,0.91
purity_after_removing_germline_no_LOH_and_subclonal:	0.89	0.89,0.9
SIM_DATA_3.7156	0.89	0.89,0.9
