len_SNV_list:87
len_SNV_list_after_germline_removed:75
len_SNV_list_after_germline_and_subclone_removed:72
All_variants	Presence(T)/Absence(F)_after_germline_removed	Presence(T)/Absence(F)_after_germline&subclone_removed
Var81:63.0:948	False	False
Var58:35.0:671	True	True
Var2:40.0:940	True	True
Var5:38.0:617	True	True
Var25:78.0:899	True	True
Var44:86.0:611	True	True
Var63:27.0:635	True	True
Var8:42.0:772	True	True
Var28:48.0:385	False	False
Var47:89.0:903	True	True
Var31:51.0:331	False	False
Var30:53.0:963	False	False
Var11:62.0:778	True	True
Var46:86.0:494	True	True
Var84:42.0:342	True	True
Var29:53.0:550	False	False
Var43:80.0:627	True	True
Var45:90.0:847	True	True
Var22:78.0:972	True	True
Var59:20.0:561	True	True
Var26:49.0:389	False	False
Var40:81.0:998	True	True
Var55:52.0:525	True	True
Var86:26.0:975	False	False
Var14:65.0:945	True	True
Var7:33.0:430	True	False
Var23:80.0:822	True	True
Var13:64.0:822	True	True
Var78:39.0:762	True	True
Var39:82.0:729	True	True
Var75:18.0:518	True	True
Var52:89.0:474	True	True
Var18:77.0:812	True	True
Var42:80.0:843	True	True
Var54:89.0:574	True	True
Var24:79.0:658	True	True
Var37:82.0:770	True	True
Var71:29.0:899	True	True
Var41:83.0:458	True	True
Var19:79.0:835	True	True
Var20:78.0:541	True	True
Var33:50.0:599	False	False
Var10:68.0:681	True	True
Var69:58.0:365	True	True
Var73:31.0:555	True	True
Var6:41.0:325	True	True
Var48:90.0:603	True	True
Var53:90.0:441	True	True
Var87:33.0:694	True	False
Var57:35.0:978	True	True
Var17:60.0:975	True	False
Var76:64.0:495	True	True
Var66:56.0:377	True	True
Var50:90.0:912	True	True
Var27:52.0:877	False	False
Var72:11.0:476	True	True
Var68:59.0:451	True	True
Var49:92.0:453	True	True
Var70:15.0:790	True	True
Var67:44.0:426	True	True
Var51:87.0:455	True	True
Var16:65.0:800	True	True
Var21:79.0:873	True	True
Var74:91.0:755	True	True
Var34:51.0:803	False	False
Var61:47.0:463	True	True
Var1:40.0:956	True	True
Var62:38.0:788	True	True
Var79:56.0:981	True	True
Var38:83.0:429	True	True
Var85:46.0:638	True	True
Var64:29.0:798	True	True
Var83:65.0:467	False	False
Var60:93.0:591	True	True
Var36:82.0:833	True	True
Var77:61.0:863	True	True
Var82:37.0:720	True	True
Var4:41.0:490	True	True
Var35:81.0:469	True	True
Var15:61.0:420	True	True
Var56:43.0:503	True	True
Var32:51.0:982	False	False
Var80:61.0:885	True	True
Var12:65.0:962	True	True
Var65:90.0:673	True	True
Var9:39.0:713	True	True
Var3:36.0:876	True	True
purity:	0.78	0.77,0.78,0.79
purity_after_removing_germline_no_LOH:	0.78	0.77,0.78,0.79
purity_after_removing_germline_no_LOH_and_subclonal:	0.79	0.78,0.79,0.8
SIM_DATA_3.2918	0.79	0.78,0.79,0.8
