There is discontinuous confidence interval around purity estimates before reaching the last purity.
len_SNV_list:78
len_SNV_list_after_germline_removed:64
len_SNV_list_after_germline_and_subclone_removed:63
All_variants	Presence(T)/Absence(F)_after_germline_removed	Presence(T)/Absence(F)_after_germline&subclone_removed
Var20:19.0:755	True	True
Var17:20.0:773	True	True
Var28:53.0:752	False	False
Var5:10.0:709	True	True
Var30:51.0:506	False	False
Var78:10.0:913	True	True
Var40:56.0:879	True	True
Var48:50.0:547	True	True
Var72:68.0:564	True	True
Var44:58.0:945	True	True
Var23:20.0:528	True	True
Var76:43.0:724	True	True
Var65:36.0:561	True	True
Var21:20.0:825	True	True
Var38:57.0:728	True	True
Var41:56.0:839	True	True
Var62:29.0:451	True	True
Var4:11.0:858	True	True
Var37:53.0:381	True	True
Var34:50.0:456	False	False
Var36:57.0:944	True	True
Var55:60.0:839	True	True
Var57:62.0:916	True	True
Var60:61.0:773	True	True
Var26:18.0:798	True	True
Var58:56.0:309	False	False
Var16:23.0:300	True	True
Var53:62.0:712	True	True
Var31:48.0:772	False	False
Var10:11.0:822	True	True
Var35:55.0:945	True	True
Var25:19.0:565	True	True
Var56:58.0:401	False	False
Var75:45.0:543	False	False
Var42:55.0:318	True	True
Var2:4.0:934	True	False
Var71:36.0:317	True	True
Var59:61.0:690	True	True
Var67:50.0:977	True	True
Var13:11.0:923	True	True
Var43:58.0:645	True	True
Var27:18.0:649	True	True
Var6:9.0:417	True	True
Var8:10.0:563	True	True
Var39:56.0:312	True	True
Var52:57.0:409	False	False
Var24:20.0:964	True	True
Var45:54.0:626	True	True
Var47:53.0:754	True	True
Var7:8.0:458	True	True
Var32:47.0:875	False	False
Var19:20.0:944	True	True
Var54:63.0:805	True	True
Var77:67.0:847	False	False
Var18:20.0:351	True	True
Var15:12.0:582	True	True
Var14:11.0:603	True	True
Var12:13.0:680	True	True
Var74:65.0:342	False	False
Var22:18.0:398	True	True
Var73:53.0:956	False	False
Var70:5.0:655	True	True
Var1:8.0:678	True	True
Var66:29.0:765	True	True
Var3:11.0:472	True	True
Var11:12.0:646	True	True
Var29:50.0:458	False	False
Var69:17.0:442	True	True
Var49:57.0:727	True	True
Var61:29.0:831	True	True
Var46:56.0:976	True	True
Var9:9.0:796	True	True
Var64:28.0:371	True	True
Var33:46.0:468	False	False
Var68:12.0:654	True	True
Var63:17.0:847	True	True
Var51:57.0:531	True	True
Var50:56.0:998	True	True
purity:	0.21	0.2,0.21
purity_after_removing_germline_no_LOH:	0.2	0.2,0.21
purity_after_removing_germline_no_LOH_and_subclonal:	0.2	0.2
SIM_DATA_3.3176	0.2	0.2
