There is discontinuous confidence interval around purity estimates before reaching the last purity.
len_SNV_list:88
len_SNV_list_after_germline_removed:75
len_SNV_list_after_germline_and_subclone_removed:73
All_variants	Presence(T)/Absence(F)_after_germline_removed	Presence(T)/Absence(F)_after_germline&subclone_removed
Var7:31.0:540	True	True
Var52:74.0:963	True	True
Var51:73.0:590	True	True
Var58:72.0:549	True	True
Var20:43.0:521	True	True
Var50:70.0:817	True	True
Var67:79.0:842	True	True
Var12:41.0:848	True	True
Var84:30.0:874	True	True
Var87:81.0:947	True	True
Var60:74.0:455	True	True
Var59:80.0:964	True	True
Var85:22.0:872	False	False
Var38:53.0:568	True	True
Var74:85.0:505	True	True
Var31:54.0:405	True	True
Var42:53.0:680	False	False
Var39:50.0:938	False	False
Var34:47.0:841	True	True
Var47:71.0:478	True	True
Var62:80.0:826	True	True
Var63:80.0:970	True	True
Var83:17.0:999	False	False
Var37:50.0:998	False	False
Var78:61.0:797	False	False
Var25:57.0:374	True	True
Var45:47.0:491	True	True
Var28:58.0:707	True	True
Var5:23.0:303	True	False
Var29:59.0:422	True	True
Var75:20.0:506	True	True
Var30:61.0:938	True	True
Var64:76.0:420	True	True
Var18:45.0:725	True	True
Var32:59.0:920	True	True
Var69:24.0:657	True	True
Var68:43.0:808	True	True
Var33:50.0:611	False	False
Var88:29.0:519	True	True
Var56:71.0:562	True	True
Var6:30.0:615	True	True
Var17:40.0:361	True	True
Var71:12.0:926	True	True
Var35:50.0:656	False	False
Var11:31.0:693	True	True
Var55:71.0:309	True	True
Var86:59.0:445	True	True
Var61:78.0:539	True	True
Var65:80.0:717	True	True
Var54:66.0:545	True	True
Var16:42.0:326	True	True
Var23:42.0:586	True	True
Var8:28.0:768	True	True
Var1:14.0:570	True	False
Var77:38.0:500	True	True
Var57:72.0:947	True	True
Var15:46.0:574	True	True
Var43:50.0:827	False	False
Var81:24.0:817	True	True
Var21:43.0:826	True	True
Var36:49.0:872	False	False
Var53:71.0:448	True	True
Var72:54.0:448	True	True
Var76:23.0:311	True	True
Var66:81.0:647	True	True
Var14:39.0:473	True	True
Var4:29.0:458	True	True
Var3:31.0:898	True	True
Var48:72.0:959	True	True
Var49:71.0:936	True	True
Var26:59.0:886	True	True
Var73:66.0:974	True	True
Var82:24.0:701	False	False
Var2:26.0:395	True	True
Var27:59.0:736	True	True
Var44:48.0:500	True	True
Var70:69.0:570	True	True
Var41:49.0:571	False	False
Var40:50.0:301	True	True
Var10:31.0:548	True	True
Var13:43.0:438	True	True
Var80:35.0:522	True	True
Var19:42.0:992	True	True
Var24:60.0:964	True	True
Var22:42.0:803	True	True
Var46:51.0:599	False	False
Var9:29.0:986	True	True
Var79:48.0:540	True	True
purity:	0.59	0.58,0.59,0.6,0.61
purity_after_removing_germline_no_LOH:	0.59	0.58,0.59,0.6,0.61
purity_after_removing_germline_no_LOH_and_subclonal:	0.59	0.59,0.6
SIM_DATA_3.7431	0.59	0.59,0.6
