There is discontinuous confidence interval around purity estimates before reaching the last purity.
len_SNV_list:76
len_SNV_list_after_germline_removed:76
len_SNV_list_after_germline_and_subclone_removed:54
All_variants	Presence(T)/Absence(F)_after_germline_removed	Presence(T)/Absence(F)_after_germline&subclone_removed
Var3:0.09:350	True	True
Var68:0.15:531	True	True
Var21:0.06:1000	True	False
Var12:0.11:630	True	True
Var60:0.07:431	True	False
Var57:0.10:638	True	True
Var41:0.12:916	True	True
Var46:0.08:851	True	False
Var18:0.11:970	True	True
Var56:0.11:422	True	True
Var26:0.16:882	True	True
Var13:0.06:899	True	False
Var65:0.17:331	True	True
Var29:0.15:468	True	True
Var32:0.11:340	True	True
Var66:0.20:596	True	True
Var48:0.14:308	True	True
Var63:0.11:944	True	True
Var34:0.09:850	True	False
Var49:0.07:347	True	False
Var59:0.09:881	True	False
Var42:0.16:942	True	True
Var10:0.11:651	True	True
Var74:0.18:704	True	True
Var53:0.11:740	True	True
Var73:0.53:803	True	True
Var47:0.07:950	True	False
Var64:0.22:468	True	True
Var27:0.11:495	True	True
Var17:0.08:698	True	False
Var6:0.09:371	True	True
Var14:0.07:831	True	False
Var40:0.06:684	True	False
Var70:0.29:313	True	True
Var69:0.31:385	True	True
Var5:0.14:487	True	True
Var38:0.15:888	True	True
Var36:0.06:715	True	False
Var20:0.10:805	True	True
Var7:0.15:550	True	True
Var51:0.13:732	True	True
Var75:0.26:319	True	True
Var33:0.09:683	True	True
Var11:0.07:470	True	False
Var2:0.06:785	True	False
Var37:0.07:738	True	False
Var45:0.11:661	True	True
Var8:0.16:965	True	True
Var4:0.14:362	True	True
Var44:0.07:708	True	False
Var15:0.15:947	True	True
Var72:0.21:640	True	True
Var61:0.10:832	True	True
Var55:0.10:398	True	True
Var67:0.18:785	True	True
Var54:0.06:498	True	False
Var22:0.12:929	True	True
Var19:0.13:645	True	True
Var23:0.08:319	True	True
Var28:0.09:478	True	True
Var16:0.08:975	True	False
Var31:0.09:734	True	True
Var35:0.08:820	True	False
Var9:0.09:543	True	True
Var76:0.16:584	True	True
Var25:0.06:567	True	False
Var52:0.10:580	True	True
Var62:0.07:812	True	False
Var1:0.14:805	True	True
Var43:0.05:834	True	False
Var50:0.11:497	True	True
Var71:0.26:529	True	True
Var24:0.09:797	True	True
Var30:0.12:853	True	True
Var58:0.17:557	True	True
Var39:0.15:513	True	True
purity:	0.23	0.22,0.23,0.24
purity_after_removing_germline_no_LOH:	0.23	0.22,0.23,0.24
purity_after_removing_germline_no_LOH_and_subclonal:	0.26	0.25,0.26,0.27
SIM_DATA_5.6	0.26	0.25,0.26,0.27
